KFS_PROPOSAL_NUMBER,ORACLE_AWARD_NUMBER
130622,K384D28
130625,K384D30
130626,K384D31
130624,K384D32
130866,K384D33
130629,K384D34
130636,K384D36
130632,K384D37
130659,K384D39
130646,K384D40
130638,K384D41
130640,K384D43
130642,K384D44
130643,K384D45
130644,K384D46
130645,K384D47
130647,K384D49
130648,K384D50
130649,K384D51
130654,K384D54
130655,K384D55
130656,K384D56
130657,K384D57
130706,K384D58
130658,K384D59
130664,K384D61
130665,K384D62
130666,K384D63
130667,K384D64
130668,K384D65
130670,K384D66
130991,K384D69
130672,K384D70
130674,K384D71
130675,K384D72
130690,K384D73
130682,K384D75
130692,K384D76
130684,K384D77
130680,K384D78
130685,K384D79
130686,K384D80
130687,K384D81
130688,K384D82
130689,K384D83
130695,K384D84
130761,K384D85
130698,K384D86
130696,K384D87
130697,K384D88
130702,K384D89
130703,K384D90
130704,K384D91
130760,K384D92
130709,K384D93
130711,K384D94
130712,K384D95
130713,K384D96
130714,K384D97
130717,K384D99
13616,K385032
13679,K385095
112430,K385332
112623,K385349
112758,K385382
112611,K385385
111771,K385464
112141,K385477
112338,K385490
112388,K385579
13891,K385615
13947,K385677
112446,K385691
14096,K385921
112427,K385947
14160,K385993
116403,K385A00
116735,K385A01
116730,K385A02
116775,K385A05
116789,K385A07
116828,K385A09
116531,K385A10
116562,K385A13
116577,K385A15
116583,K385A16
116645,K385A17
116655,K385A18
116659,K385A19
116704,K385A21
116726,K385A22
116729,K385A23
116734,K385A24
116741,K385A25
116768,K385A26
116873,K385A29
116903,K385A31
116964,K385A34
116971,K385A35
116979,K385A36
116991,K385A37
117027,K385A38
116532,K385A40
116582,K385A42
116622,K385A43
116626,K385A44
116637,K385A47
116638,K385A48
116669,K385A49
116683,K385A50
116684,K385A51
116693,K385A55
116716,K385A57
116719,K385A58
116721,K385A59
116938,K385A60
117072,K385A62
117496,K385A64
116656,K385A83
116682,K385A84
116686,K385A85
116688,K385A86
116750,K385A89
116748,K385A90
116752,K385A91
116739,K385A93
116760,K385A94
116785,K385A95
116776,K385A96
116797,K385A97
116825,K385A98
121490,K385B00
121860,K385B01
121477,K385B03
121478,K385B04
121481,K385B05
121482,K385B06
121475,K385B07
121476,K385B08
121479,K385B09
121480,K385B10
122870,K385B13
121488,K385B15
121485,K385B17
121487,K385B18
121491,K385B19
121496,K385B20
121494,K385B22
121500,K385B23
121537,K385B24
121504,K385B28
121507,K385B29
121536,K385B30
121508,K385B31
121503,K385B32
121538,K385B33
121520,K385B35
121521,K385B36
121522,K385B37
121690,K385B38
121526,K385B39
121528,K385B40
121530,K385B41
121531,K385B42
121532,K385B43
121630,K385B44
121524,K385B48
121527,K385B50
121534,K385B53
121551,K385B54
121552,K385B55
121525,K385B57
121543,K385B58
121565,K385B59
121539,K385B60
121542,K385B61
121541,K385B62
121545,K385B63
121546,K385B65
121564,K385B66
121563,K385B67
121562,K385B68
121561,K385B69
121553,K385B70
121558,K385B71
121554,K385B72
121555,K385B73
121529,K385B74
121517,K385B75
121581,K385B76
121518,K385B77
121519,K385B78
121567,K385B79
121568,K385B80
121571,K385B81
121570,K385B82
121572,K385B83
121573,K385B84
121577,K385B85
121556,K385B87
121557,K385B88
121574,K385B89
121575,K385B90
121576,K385B91
121566,K385B93
121579,K385B94
121580,K385B95
121569,K385B96
121578,K385B97
121582,K385B98
126047,K385C00
126056,K385C02
126054,K385C03
126109,K385C07
126063,K385C08
126062,K385C09
126061,K385C10
126060,K385C11
126074,K385C12
126069,K385C13
126073,K385C14
126070,K385C15
126066,K385C16
126068,K385C17
126072,K385C19
126071,K385C20
127053,K385C21
126079,K385C24
126083,K385C25
126080,K385C26
126084,K385C27
126077,K385C28
126078,K385C29
126081,K385C30
126082,K385C31
126088,K385C32
126093,K385C33
126087,K385C34
126090,K385C35
126089,K385C36
126091,K385C37
126092,K385C38
126094,K385C39
126102,K385C40
126097,K385C41
126103,K385C42
126099,K385C43
126098,K385C44
126105,K385C45
126106,K385C46
126107,K385C47
126104,K385C48
126144,K385C49
126143,K385C51
126120,K385C56
126119,K385C57
126118,K385C58
126123,K385C59
126129,K385C60
126125,K385C61
126131,K385C62
126130,K385C63
126124,K385C64
126126,K385C65
129321,K385C67
126140,K385C69
126137,K385C70
126135,K385C71
126141,K385C72
126138,K385C73
126132,K385C74
126136,K385C76
126139,K385C77
126142,K385C78
126134,K385C79
126188,K385C81
126115,K385C82
126116,K385C83
126114,K385C84
126152,K385C85
126151,K385C86
126145,K385C87
126148,K385C88
126166,K385C89
126162,K385C90
126163,K385C91
126165,K385C92
126164,K385C93
126160,K385C94
126161,K385C96
126158,K385C97
126150,K385C99
130719,K385D00
130720,K385D01
130943,K385D03
130745,K385D04
130722,K385D05
130723,K385D06
130727,K385D08
130728,K385D09
130729,K385D10
130730,K385D11
130732,K385D12
130734,K385D13
130736,K385D14
130849,K385D16
130803,K385D17
130739,K385D18
130740,K385D19
130741,K385D20
130742,K385D21
130743,K385D22
130744,K385D23
130746,K385D24
130759,K385D25
130748,K385D26
130749,K385D27
130750,K385D28
130751,K385D29
130817,K385D30
130752,K385D31
130753,K385D32
130754,K385D33
130756,K385D34
130758,K385D35
130755,K385D36
130757,K385D37
130762,K385D38
130769,K385D39
130766,K385D40
130767,K385D41
130763,K385D42
130768,K385D43
130770,K385D44
130777,K385D46
130775,K385D47
130771,K385D48
130773,K385D50
130774,K385D51
130776,K385D52
130779,K385D56
130780,K385D57
130781,K385D58
130783,K385D59
130792,K385D61
130793,K385D62
130794,K385D63
130787,K385D64
130788,K385D65
130789,K385D66
130791,K385D67
130795,K385D68
130796,K385D69
130798,K385D70
130797,K385D71
130800,K385D74
130801,K385D75
130802,K385D76
130916,K385D77
130805,K385D78
130806,K385D79
130807,K385D80
130808,K385D81
130810,K385D82
130814,K385D85
130815,K385D86
130816,K385D87
130818,K385D88
130819,K385D89
130820,K385D90
130821,K385D91
130847,K385D92
130823,K385D93
130825,K385D94
130826,K385D95
130828,K385D96
130829,K385D97
130830,K385D98
100305,K386091
111168,K386140
111204,K386141
111304,K386403
111370,K386410
111501,K386750
111600,K386768
111652,K386772
111668,K386774
111693,K386775
111700,K386776
111781,K386777
111772,K386778
111805,K386780
111806,K386791
111804,K386795
116654,K386A01
116702,K386A12
116788,K386A13
116764,K386A15
116804,K386A17
116717,K386A20
116731,K386A24
116733,K386A27
116765,K386A30
116778,K386A43
117482,K386A58
116724,K386A60
116774,K386A63
116793,K386A64
116795,K386A65
116806,K386A66
116845,K386A67
116888,K386A68
116893,K386A69
116894,K386A70
116916,K386A71
116962,K386A72
116977,K386A75
117046,K386A79
116819,K386A81
116822,K386A82
116853,K386A84
116930,K386A87
116939,K386A89
117060,K386A92
117044,K386A93
117082,K386A98
117093,K386A99
121591,K386B02
121595,K386B03
121584,K386B05
121583,K386B06
121585,K386B07
121586,K386B08
121587,K386B09
121589,K386B10
121588,K386B11
121593,K386B12
121594,K386B13
121596,K386B16
121600,K386B17
121602,K386B18
121603,K386B19
121604,K386B20
121597,K386B21
121598,K386B22
121599,K386B23
121601,K386B24
121620,K386B26
121622,K386B27
121623,K386B28
121624,K386B29
121614,K386B30
121625,K386B31
121619,K386B32
121621,K386B33
121616,K386B34
121618,K386B35
121615,K386B36
121617,K386B37
121627,K386B38
121628,K386B39
121626,K386B40
121710,K386B42
121642,K386B43
121641,K386B44
121640,K386B45
121639,K386B46
121647,K386B48
121643,K386B49
121646,K386B50
121657,K386B51
121656,K386B52
121655,K386B53
121635,K386B55
121631,K386B56
121632,K386B57
121633,K386B58
121634,K386B59
121636,K386B60
121638,K386B61
121670,K386B62
121669,K386B63
121660,K386B64
121659,K386B65
121658,K386B66
121650,K386B67
121649,K386B68
121653,K386B69
121652,K386B70
121863,K386B71
121651,K386B72
121667,K386B73
121704,K386B75
121663,K386B76
121664,K386B77
121719,K386B79
121675,K386B80
121673,K386B81
121678,K386B82
121683,K386B83
121684,K386B84
121681,K386B85
121672,K386B86
121677,K386B87
121674,K386B88
121682,K386B89
121762,K386B90
121637,K386B92
121696,K386B93
121703,K386B94
121697,K386B95
121688,K386B96
121689,K386B97
121691,K386B98
121694,K386B99
126057,K386C00
126058,K386C01
126059,K386C02
126149,K386C03
126170,K386C04
126172,K386C05
126171,K386C06
126168,K386C07
126173,K386C08
126153,K386C09
126182,K386C10
126176,K386C11
126178,K386C12
126180,K386C13
126175,K386C14
126181,K386C15
126174,K386C16
126179,K386C17
126177,K386C18
126183,K386C19
126206,K386C21
126192,K386C22
126193,K386C23
126189,K386C24
126194,K386C25
126195,K386C26
126205,K386C29
126207,K386C30
126211,K386C31
126199,K386C32
126196,K386C33
126198,K386C35
126197,K386C36
126203,K386C37
126202,K386C38
126200,K386C39
126214,K386C41
126213,K386C42
126215,K386C43
126216,K386C44
126191,K386C45
126226,K386C46
126227,K386C47
126223,K386C48
126222,K386C50
126221,K386C51
126225,K386C52
126220,K386C53
126224,K386C54
126228,K386C56
126231,K386C57
126232,K386C58
126233,K386C59
126240,K386C60
126230,K386C61
126243,K386C62
126244,K386C63
126246,K386C64
126245,K386C65
126247,K386C66
126241,K386C67
126242,K386C68
126237,K386C69
126273,K386C70
126259,K386C73
126253,K386C74
126255,K386C75
126254,K386C77
126260,K386C78
126257,K386C79
126250,K386C80
126249,K386C82
126258,K386C83
126498,K386C84
126267,K386C85
126269,K386C86
126278,K386C87
126270,K386C88
126271,K386C89
126268,K386C90
126264,K386C91
126265,K386C92
126263,K386C93
126266,K386C94
126275,K386C95
126276,K386C96
126280,K386C97
126279,K386C98
130845,K386D00
130842,K386D01
130839,K386D03
130840,K386D04
130841,K386D05
130846,K386D06
130844,K386D07
130854,K386D10
130856,K386D11
130857,K386D12
130858,K386D13
130860,K386D14
130864,K386D16
130855,K386D17
130859,K386D18
130862,K386D19
130863,K386D20
131200,K386D21
130869,K386D22
130870,K386D23
130871,K386D24
130875,K386D25
130873,K386D26
130890,K386D29
130934,K386D30
130881,K386D31
130891,K386D32
130882,K386D33
130883,K386D34
130885,K386D36
130886,K386D37
130887,K386D38
130888,K386D39
130892,K386D40
130893,K386D41
130901,K386D49
130902,K386D50
130903,K386D51
130904,K386D52
130905,K386D53
130906,K386D54
130907,K386D55
130908,K386D56
130910,K386D57
130915,K386D58
130911,K386D59
130913,K386D60
130914,K386D61
130912,K386D62
130919,K386D64
130918,K386D65
130922,K386D66
130921,K386D67
130923,K386D68
130924,K386D69
130925,K386D70
130979,K386D71
130935,K386D72
130930,K386D73
130928,K386D74
130929,K386D75
130931,K386D76
130933,K386D78
130938,K386D79
130874,K386D80
131201,K386D81
130939,K386D83
130941,K386D84
130940,K386D86
130947,K386D88
131290,K386D89
130949,K386D90
130950,K386D91
130951,K386D92
130952,K386D93
130958,K386D94
130955,K386D95
130956,K386D96
131109,K386D98
130963,K386D99
15176,K387214
110562,K387692
110586,K387694
110587,K387695
15714,K387862
15779,K387927
15826,K387974
116838,K387A00
116874,K387A03
116880,K387A05
116881,K387A06
116908,K387A07
116906,K387A08
116940,K387A09
117009,K387A12
116905,K387A20
116824,K387A21
116884,K387A27
116931,K387A30
116927,K387A31
116969,K387A34
117007,K387A39
116817,K387A40
116935,K387A43
116973,K387A47
117004,K387A48
116867,K387A50
117019,K387A52
117096,K387A53
117118,K387A55
117245,K387A56
117287,K387A59
116917,K387A61
116936,K387A64
117054,K387A70
117073,K387A74
116959,K387A75
117092,K387A76
117102,K387A77
117128,K387A78
117129,K387A79
116943,K387A81
116944,K387A82
116946,K387A84
116945,K387A85
116942,K387A87
116948,K387A89
116949,K387A90
116976,K387A94
117001,K387A97
121702,K387B01
121698,K387B02
121699,K387B03
121700,K387B04
121701,K387B05
121730,K387B06
121731,K387B07
121706,K387B11
121712,K387B15
121714,K387B16
121711,K387B17
121733,K387B18
121787,K387B21
121725,K387B22
121724,K387B23
121726,K387B24
121727,K387B25
121728,K387B26
121729,K387B27
121736,K387B28
121738,K387B29
121737,K387B30
121740,K387B31
121739,K387B32
121741,K387B33
121734,K387B34
121745,K387B35
121742,K387B36
121744,K387B37
121743,K387B38
121761,K387B40
121760,K387B41
121754,K387B42
121747,K387B43
121750,K387B44
121749,K387B45
121753,K387B47
121752,K387B48
121748,K387B49
121766,K387B50
121784,K387B51
121768,K387B52
121769,K387B53
121767,K387B54
121765,K387B56
121763,K387B57
121757,K387B58
121758,K387B59
121756,K387B60
121786,K387B61
121785,K387B62
121773,K387B63
121774,K387B64
121772,K387B66
121775,K387B67
121776,K387B68
121828,K387B69
121778,K387B70
121779,K387B71
121780,K387B72
121781,K387B73
121782,K387B74
121790,K387B76
121788,K387B77
121808,K387B78
121807,K387B79
121791,K387B80
121796,K387B82
121792,K387B83
121793,K387B84
121794,K387B85
121797,K387B86
121798,K387B87
121827,K387B88
121812,K387B89
121809,K387B90
121810,K387B91
121801,K387B93
121804,K387B94
121806,K387B95
121803,K387B96
121802,K387B97
121805,K387B98
126284,K387C01
126283,K387C02
126286,K387C03
126282,K387C04
126285,K387C05
126293,K387C15
126291,K387C16
126290,K387C19
126294,K387C21
126387,K387C22
126295,K387C23
126300,K387C24
126299,K387C25
126298,K387C26
126301,K387C27
126302,K387C28
126312,K387C29
126320,K387C30
126308,K387C33
126310,K387C34
126307,K387C35
126306,K387C36
126304,K387C37
126319,K387C43
126314,K387C44
126318,K387C45
126316,K387C46
128468,K387C47
131001,K387C48
133541,K387C49
126337,K387C51
126342,K387C52
126334,K387C53
126333,K387C54
126335,K387C55
126336,K387C57
126340,K387C58
126339,K387C59
126350,K387C61
126400,K387C62
126351,K387C63
126347,K387C64
126345,K387C65
126344,K387C66
126349,K387C67
126364,K387C69
126363,K387C70
126365,K387C71
126353,K387C72
126359,K387C73
126356,K387C75
126355,K387C76
126361,K387C77
126362,K387C79
126366,K387C80
126354,K387C81
126370,K387C85
126372,K387C86
126371,K387C87
126369,K387C88
126368,K387C89
126386,K387C91
126378,K387C92
126382,K387C93
126375,K387C94
126379,K387C95
126384,K387C96
126383,K387C97
126385,K387C98
126390,K387C99
130964,K387D00
130965,K387D01
130966,K387D02
130967,K387D03
130968,K387D04
130970,K387D05
130971,K387D06
130975,K387D07
130976,K387D09
130977,K387D10
130982,K387D11
130983,K387D12
130984,K387D13
130986,K387D14
130985,K387D15
130988,K387D16
130987,K387D17
130989,K387D18
130990,K387D20
130992,K387D21
130993,K387D22
130994,K387D23
130995,K387D24
130996,K387D25
130997,K387D26
130998,K387D27
130999,K387D28
131000,K387D29
131002,K387D30
131003,K387D31
131004,K387D32
131005,K387D33
131006,K387D34
131011,K387D35
131009,K387D36
131010,K387D37
131012,K387D38
131013,K387D39
131014,K387D40
131015,K387D41
131017,K387D42
131018,K387D43
131016,K387D44
131020,K387D45
131021,K387D46
131019,K387D47
131022,K387D48
131023,K387D49
131024,K387D50
131025,K387D51
131026,K387D52
131027,K387D53
131028,K387D54
131031,K387D55
131032,K387D56
131033,K387D57
131034,K387D58
131035,K387D59
131036,K387D60
131042,K387D62
131040,K387D63
131041,K387D64
131045,K387D65
130981,K387D66
131044,K387D67
131046,K387D68
131048,K387D69
131049,K387D70
131047,K387D71
131050,K387D72
131051,K387D73
131052,K387D74
131053,K387D75
131056,K387D77
131055,K387D78
131054,K387D79
131057,K387D80
131059,K387D81
131058,K387D82
131060,K387D84
131061,K387D85
131062,K387D86
131063,K387D87
131064,K387D88
131065,K387D89
131070,K387D90
131069,K387D92
131071,K387D93
131072,K387D94
131075,K387D95
131080,K387D96
131077,K387D97
131076,K387D98
131078,K387D99
109359,K388237
109979,K388253
110409,K388264
110686,K388268
110931,K388273
116399,K388298
16049,K388301
116650,K388494
16338,K388628
112756,K388670
116985,K388A06
117111,K388A26
117126,K388A28
117132,K388A29
117158,K388A34
117246,K388A44
117249,K388A45
117336,K388A49
117064,K388A66
117065,K388A67
117066,K388A68
117087,K388A69
117088,K388A70
117134,K388A71
117170,K388A74
117196,K388A75
117326,K388A76
117331,K388A77
117420,K388A78
117428,K388A79
116963,K388A81
117037,K388A82
117138,K388A84
117139,K388A85
117141,K388A86
117177,K388A88
117189,K388A89
117234,K388A91
117247,K388A94
117285,K388A95
117299,K388A96
117319,K388A98
121829,K388B01
121815,K388B02
121821,K388B03
121816,K388B04
121817,K388B05
121819,K388B06
121824,K388B07
121825,K388B08
121822,K388B09
121881,K388B10
121880,K388B11
121879,K388B12
121878,K388B13
121850,K388B14
121849,K388B16
121862,K388B19
121846,K388B20
121836,K388B21
121840,K388B22
121841,K388B23
121837,K388B24
121838,K388B25
121839,K388B26
121998,K388B27
121845,K388B28
121847,K388B29
121848,K388B30
121882,K388B32
121856,K388B33
121851,K388B34
121852,K388B35
121853,K388B36
121855,K388B37
121857,K388B38
121858,K388B39
121859,K388B40
121967,K388B41
121867,K388B42
121874,K388B43
121876,K388B44
121877,K388B45
121865,K388B46
121866,K388B47
121869,K388B48
121870,K388B49
121871,K388B50
121872,K388B51
121873,K388B52
121875,K388B53
121883,K388B54
121898,K388B55
121884,K388B56
121897,K388B57
121926,K388B59
121885,K388B60
121887,K388B61
121890,K388B62
121892,K388B63
121888,K388B64
121889,K388B65
121891,K388B66
121894,K388B67
121895,K388B68
121896,K388B69
122101,K388B70
121911,K388B71
121906,K388B72
121913,K388B73
121914,K388B74
121908,K388B75
121900,K388B76
121907,K388B77
121912,K388B78
121918,K388B79
121904,K388B80
121909,K388B81
121910,K388B82
121905,K388B83
121903,K388B84
121901,K388B85
116009,K388B86
116005,K388B88
116006,K388B89
116007,K388B90
115299,K388B92
115250,K388B93
113821,K388B99
126380,K388C00
126381,K388C01
126397,K388C03
126399,K388C04
126394,K388C05
126393,K388C06
126395,K388C07
126396,K388C08
126391,K388C09
126398,K388C10
126404,K388C12
126403,K388C13
126406,K388C14
126405,K388C15
126425,K388C17
126418,K388C18
126410,K388C19
126415,K388C20
126408,K388C21
126417,K388C22
126409,K388C23
126414,K388C25
126321,K388C26
126421,K388C27
126424,K388C28
126420,K388C29
126423,K388C30
126422,K388C31
126430,K388C33
126429,K388C34
126432,K388C35
126433,K388C36
126431,K388C37
126428,K388C38
126434,K388C41
126436,K388C42
126437,K388C43
126435,K388C44
126438,K388C45
126440,K388C46
126439,K388C47
126443,K388C48
126442,K388C49
126447,K388C51
126445,K388C52
126454,K388C62
126460,K388C63
126451,K388C64
126453,K388C65
126452,K388C66
126459,K388C67
126457,K388C68
126456,K388C70
126455,K388C71
126462,K388C72
126468,K388C73
126465,K388C74
126472,K388C75
126466,K388C77
126467,K388C78
126469,K388C79
126463,K388C80
126464,K388C81
126471,K388C82
126470,K388C83
126482,K388C86
126478,K388C87
126480,K388C88
126477,K388C89
126479,K388C91
126497,K388C95
126495,K388C98
126493,K388C99
131202,K388D00
131082,K388D01
131084,K388D02
131083,K388D03
131085,K388D04
131087,K388D06
131088,K388D07
131090,K388D08
131089,K388D09
131091,K388D10
131092,K388D11
131093,K388D12
131095,K388D14
132485,K388D15
131108,K388D16
131098,K388D17
131099,K388D18
131100,K388D19
131101,K388D20
131102,K388D21
131103,K388D22
131104,K388D23
131105,K388D24
131106,K388D25
131107,K388D26
131110,K388D27
131111,K388D28
131112,K388D29
131324,K388D30
131114,K388D31
131115,K388D32
131116,K388D33
131117,K388D34
131118,K388D35
131119,K388D36
131120,K388D37
131121,K388D38
131122,K388D39
131123,K388D40
131124,K388D41
131125,K388D42
131126,K388D43
131134,K388D45
131129,K388D46
131130,K388D47
131131,K388D48
131132,K388D49
131133,K388D50
131135,K388D51
131255,K388D53
131261,K388D54
131140,K388D55
131141,K388D56
131144,K388D57
131145,K388D58
131146,K388D59
131137,K388D60
131138,K388D61
131139,K388D62
131143,K388D63
131142,K388D64
131136,K388D65
131148,K388D66
131147,K388D67
131157,K388D68
131150,K388D69
131158,K388D70
131151,K388D71
131152,K388D72
131154,K388D73
131153,K388D74
131156,K388D75
131367,K388D81
131160,K388D82
131163,K388D84
131164,K388D85
131165,K388D86
131167,K388D88
131168,K388D89
131169,K388D90
131170,K388D91
131171,K388D92
131172,K388D93
131173,K388D94
131175,K388D97
131178,K388D98
131180,K388D99
117110,K389A03
117122,K389A04
117117,K389A06
117186,K389A11
117200,K389A13
117233,K389A14
117243,K389A15
117259,K389A16
117267,K389A18
117268,K389A19
117031,K389A20
117127,K389A31
117112,K389A32
117151,K389A34
117155,K389A35
117156,K389A36
117175,K389A37
117179,K389A38
117201,K389A42
117266,K389A43
117250,K389A44
117293,K389A46
117315,K389A49
117109,K389A51
117133,K389A53
117183,K389A55
117187,K389A56
117220,K389A57
117224,K389A58
117223,K389A59
117358,K389A61
117362,K389A63
117406,K389A65
117415,K389A66
117439,K389A68
117465,K389A69
117194,K389A74
117311,K389A85
117361,K389A86
117430,K389A87
117434,K389A90
117436,K389A91
114227,K389B08
114453,K389B10
114454,K389B11
114603,K389B14
114604,K389B15
114605,K389B16
114608,K389B19
114610,K389B21
114768,K389B22
114772,K389B24
114776,K389B28
114779,K389B30
114929,K389B34
115090,K389B42
115092,K389B43
115093,K389B44
115102,K389B53
115384,K389B58
115386,K389B60
115387,K389B61
115388,K389B62
115392,K389B65
115393,K389B66
115397,K389B70
115403,K389B71
115401,K389B73
115399,K389B75
115511,K389B77
115512,K389B78
115514,K389B80
115516,K389B81
115528,K389B84
115866,K389B89
115867,K389B90
115874,K389B92
115873,K389B93
115872,K389B94
126492,K389C00
126491,K389C01
126489,K389C02
126490,K389C03
128921,K389C05
126505,K389C06
126503,K389C08
126499,K389C09
126501,K389C10
126502,K389C11
126500,K389C12
126510,K389C15
126508,K389C16
126506,K389C17
126507,K389C18
126509,K389C19
126530,K389C21
126516,K389C22
126518,K389C23
126517,K389C24
126525,K389C25
126526,K389C26
126524,K389C27
126529,K389C28
126527,K389C29
126531,K389C30
126533,K389C31
126535,K389C32
126534,K389C33
126532,K389C34
126537,K389C35
126536,K389C36
126578,K389C37
126575,K389C38
126545,K389C40
126547,K389C41
126540,K389C42
126543,K389C44
126542,K389C45
126544,K389C46
126541,K389C47
126560,K389C59
126555,K389C60
126550,K389C61
126553,K389C62
126556,K389C63
126557,K389C64
126554,K389C65
126552,K389C66
126551,K389C67
126549,K389C68
126592,K389C71
126566,K389C72
126565,K389C73
126564,K389C74
126563,K389C75
126562,K389C76
126568,K389C77
126573,K389C78
126571,K389C80
126567,K389C82
126570,K389C83
126572,K389C84
126574,K389C85
126588,K389C86
126587,K389C87
126581,K389C88
126582,K389C89
126586,K389C90
126583,K389C91
126585,K389C92
126580,K389C93
126590,K389C94
126589,K389C96
126584,K389C97
126579,K389C98
126277,K389C99
131183,K389D01
131184,K389D02
131179,K389D03
131182,K389D05
131186,K389D06
131187,K389D09
131188,K389D10
131192,K389D11
131196,K389D13
131190,K389D14
131191,K389D15
131193,K389D16
131194,K389D17
131198,K389D19
131197,K389D20
130865,K389D21
131199,K389D22
131203,K389D24
131204,K389D25
131205,K389D26
131206,K389D27
131207,K389D28
131208,K389D29
131209,K389D30
131216,K389D33
131213,K389D34
131215,K389D35
131214,K389D36
131220,K389D37
131221,K389D38
131223,K389D39
131224,K389D40
131225,K389D41
131226,K389D42
131222,K389D43
131219,K389D44
131236,K389D46
131228,K389D47
131232,K389D48
131233,K389D49
131234,K389D50
131235,K389D51
131237,K389D54
131244,K389D55
131238,K389D57
131239,K389D58
131242,K389D59
131245,K389D60
131246,K389D61
131288,K389D62
131248,K389D64
131250,K389D65
131249,K389D66
131251,K389D67
131252,K389D68
131257,K389D70
131259,K389D71
131266,K389D74
131265,K389D75
131268,K389D77
131270,K389D78
131269,K389D79
131272,K389D80
131273,K389D81
131274,K389D82
131280,K389D83
131287,K389D84
131281,K389D85
131282,K389D86
131283,K389D87
131284,K389D88
131285,K389D89
131286,K389D90
131313,K389D91
131317,K389D93
131390,K389D94
131641,K389D95
131331,K389D96
131332,K389D97
131333,K389D98
131334,K389D99
17038,KL20604
17039,KL20606
17065,KL20681
118757,KL20B88
121928,KL20C01
122000,KL20C22
121969,KL20C30
122102,KL20C75
122043,KL20C77
122022,KL20C79
126650,KL20D00
126594,KL20D01
126653,KL20D02
126677,KL20D03
126698,KL20D19
126614,KL20D21
126623,KL20D22
126699,KL20D31
126701,KL20D32
126629,KL20D34
126670,KL20D39
126697,KL20D41
126676,KL20D59
126713,KL20D65
126673,KL20D66
126711,KL20D68
126742,KL20D69
126726,KL20D71
126750,KL20D94
131854,KL20E06
131605,KL20E31
131389,KL20E32
131392,KL20E33
131433,KL20E54
131399,KL20E55
131499,KL20E56
131540,KL20E64
131550,KL20E65
131478,KL20F16
131456,KL20F17
131446,KL20F23
131457,KL20F24
131685,KL20F25
131459,KL20F26
131460,KL20F27
131461,KL20F28
131463,KL20F29
131528,KL20F41
131458,KL20F42
131686,KL20F64
131551,KL20F85
131552,KL20F86
131553,KL20F87
131612,KL20F92
131549,KL20F93
131583,KL20F94
112963,KL21A88
117286,KL21B60
117324,KL21B64
117387,KL21B68
118855,KL21B90
122164,KL21C02
122146,KL21C23
122165,KL21C40
122147,KL21C79
122144,KL21C80
126778,KL21D27
126844,KL21D99
132110,KL21F15
132119,KL21F16
131570,KL21F22
132120,KL21F29
131614,KL21F38
134479,KL21F64
131602,KL21F76
131674,KL21F77
131653,KL21F93
131640,KL21F94
131639,KL21F95
132010,KL21F96
106245,KL22108
113061,KL22A64
117539,KL22B67
117578,KL22B90
122576,KL22C14
122208,KL22C17
126764,KL22C21
122262,KL22C68
122291,KL22C75
126873,KL22D00
126874,KL22D14
127166,KL22D15
126895,KL22D26
126883,KL22D27
126945,KL22D28
126946,KL22D50
126947,KL22D51
126894,KL22D52
128174,KL22D68
126957,KL22D89
126973,KL22D90
126995,KL22D92
126993,KL22D93
126986,KL22D94
131683,KL22F20
131721,KL22F21
131698,KL22F22
131684,KL22F54
131774,KL22F98
131751,KL22F99
117593,KL23B20
117664,KL23B92
117670,KL23B95
122277,KL23C09
122314,KL23C11
122327,KL23C21
122366,KL23C22
122502,KL23C26
122379,KL23C46
122378,KL23C69
123462,KL23C70
122427,KL23C86
122369,KL23C87
122370,KL23C88
122429,KL23C89
122416,KL23C99
127050,KL23D33
128240,KL23D35
127170,KL23D48
127026,KL23D58
127091,KL23D59
127039,KL23D60
127118,KL23D61
127037,KL23D62
127049,KL23D82
127133,KL23D83
127096,KL23D92
127107,KL23D93
131776,KL23F07
131777,KL23F08
132094,KL23F16
131761,KL23F17
131786,KL23F38
132095,KL23F54
132096,KL23F55
132097,KL23F56
132108,KL23F57
131875,KL23F58
133217,KL23F64
131947,KL23F87
131948,KL23F92
131839,KL23F93
132098,KL23F94
131894,KL23F95
131963,KL23F96
117671,KL24B03
117687,KL24B08
117730,KL24B33
117757,KL24B67
117786,KL24B85
117836,KL24B87
117777,KL24B95
122447,KL24C22
122474,KL24C23
122406,KL24C24
122428,KL24C25
124497,KL24C64
122554,KL24C74
122501,KL24C75
122492,KL24C92
122529,KL24C93
122530,KL24C94
122518,KL24C95
123266,KL24C99
127169,KL24D36
127119,KL24D52
127217,KL24D53
127144,KL24D72
127253,KL24D74
127154,KL24D75
127193,KL24D76
127164,KL24D78
127162,KL24D96
127163,KL24D97
132197,KL24F02
131965,KL24F28
131895,KL24F29
131887,KL24F30
131960,KL24F31
132048,KL24F32
132047,KL24F33
132189,KL24F34
131877,KL24F35
132205,KL24F41
131998,KL24F49
132028,KL24F70
132338,KL24F71
133164,KL24F76
132006,KL24F79
132030,KL24F80
132008,KL24F81
111282,KL25472
113280,KL25A63
117815,KL25B19
117860,KL25B60
117889,KL25B65
117888,KL25B75
117904,KL25B79
122763,KL25C00
122575,KL25C09
122555,KL25C10
123036,KL25C18
122542,KL25C23
122531,KL25C29
122585,KL25C73
127232,KL25D14
127203,KL25D39
127233,KL25D45
127384,KL25D46
